root,preverb,pratyaya_class,count
man,,fin:Impf+Ind+Act,216
plu,,nfin:Part,216
tyaj,,fin:Pres+Ind+Act,216
vas,,fin:Past+Ind+Act,216
dhā,,fin:Past+Jus+Act,215
diś,ā,nfin:Part,215
hṛṣ,sam,nfin:Part,215
marday,vi,fin:Pres+Opt+Act,215
ruh,ā,fin:Past+Ind+Act,215
viś,ā,fin:Impf+Ind+Act,215
vṛ,,fin:Pres+Imp+Act,215
ākarṇay,,nfin:Conv,215
īś,,fin:Pres+Ind+Act,215
kāray,,nfin:Part,214
nī,,fin:Past+Ind+Act,214
pā,,nfin:Gdv,214
yā,pra,fin:Impf+Ind+Act,214
śās,ā,fin:Pres+Ind+Act,214
hvā,ā,nfin:Conv,213
kﾱp,,fin:Pres+Ind+Act,213
pad,pra,nfin:Part,213
trā,,fin:Pres+Imp+Act,212
bhaj,vi,nfin:Part,211
budh,,nfin:Gdv,211
dhyā,,fin:Pres+Opt+Act,211
mantray,ā,fin:Pres+Ind+Act,211
prath,,nfin:Part,211
yam,sam,nfin:Part,211
bandh,,fin:Pres+Ind+Act,210
gṛ,,nfin:Part,210
lag,,nfin:Part,210
vedhay,,fin:Pres+Opt+Act,210
vṛt,sam,nfin:Part,210
cam,ā,nfin:Conv,209
dīp,pra,nfin:Part,208
tāḍay,,nfin:Part,208
udyam,ut,nfin:Conv,208
car,pra,fin:Pres+Ind+Act,207
dā,pra,nfin:Gdv,207
dūṣay,,nfin:Part,207
kram,ā,nfin:Part,207
vadh,,fin:Past+Ind+Act,207
yā,ā,fin:Past+Ind+Act,207
car,,fin:Fut+Ind+Act,206
gā,ā,fin:Past+Ind+Act,206
man,,fin:Pres+Opt+Act,206
vid,,fin:Impf+Ind+Act,206
bhaj,,fin:Pres+Imp+Act,205
kṛṣ,,nfin:Part,205
nad,,fin:Past+Ind+Act,205
sveday,,fin:Pres+Opt+Act,205
yam,pra,fin:Pres+Imp+Act,205
aś,,fin:Past+Opt+Act,204
śaṃs,pra,fin:Pres+Ind+Act,204
grah,pari,nfin:Conv,202
sañj,ā,nfin:Part,202
tap,,fin:Past+Ind+Act,202
ṣad,vi,nfin:Part,202
kalpay,,fin:Pres+Ind+Act,201
kram,vi,nfin:Part,201
lip,,nfin:Conv,201
mad,pra,nfin:Part,201
mud,,fin:Pres+Ind+Act,201
ropay,ā,nfin:Conv,201
bhī,,fin:Pres+Ind+Act,200
cintay,,fin:Past+Ind+Act,200
dhā,ā,fin:Pres+Opt+Act,200
do,ava,fin:Pres+Ind+Act,200
dru,,fin:Pres+Ind+Act,200
i,,fin:Pres+Opt+Act,200
vāray,pari,nfin:Conv,200
yā,abhi,fin:Impf+Ind+Act,200
dhāv,abhi,fin:Impf+Ind+Act,199
sad,,nfin:Part,199
vṛdh,pra,nfin:Part,199
yojay,,nfin:Part,199
ci,upa,nfin:Part,198
hu,,nfin:Gdv,198
ji,,fin:Impf+Ind+Act,198
pratī,prati,nfin:Part,198
rakṣ,,nfin:Gdv,198
udbhū,ut,nfin:Part,197
śru,,fin:Pres+Opt+Act,197
prāś,pra,fin:Pres+Ind+Act,196
rāj,,fin:Past+Ind+Act,196
gam,ā,fin:Pres+Imp+Act,195
gamay,,fin:Pres+Ind+Act,195
sev,,fin:Pres+Opt+Act,195
vaś,,nfin:Part,195
viś,ni,nfin:Part,195
dru,abhi,fin:Impf+Ind+Act,194
gam,upa,fin:Past+Ind+Act,194
i,,fin:Impf+Ind+Act,194
karśay,,nfin:Part,194
pṛ,pari,nfin:Part,194
upasaṃkram,upasam,nfin:Conv,194
ci,,fin:Pres+Ind+Act,193
hvā,ā,nfin:Part,193
nī,ā,fin:Pres+Imp+Act,193
pācay,,fin:Pres+Opt+Act,193
rabh,ā,nfin:Conv,193
rudh,ni,nfin:Part,193
veṣṭay,,nfin:Part,193
cintay,sam,nfin:Conv,192
dhāv,upa,fin:Pres+Ind+Act,192
han,apa,fin:Pres+Ind+Act,192
hi,pra,fin:Impf+Ind+Act,192
jñā,pra,nfin:Part,192
antardhā,antaḥ,fin:Pres+Ind+Pass,191
avāp,ava,nfin:Conv,191
bhū,sam,fin:Past+Ind+Act,191
dhā,vi,fin:Past+Ind+Act,191
dāpay,pra,fin:Pres+Opt+Act,191
dṛh,,fin:Pres+Imp+Act,191
kāś,pra,fin:Pres+Ind+Act,191
man,,nfin:Gdv,191
sru,,nfin:Part,191
avāp,ava,nfin:Part,190
mantray,abhi,nfin:Conv,190
preṣay,pra,nfin:Part,190
samprekṣ,sampra,nfin:Conv,190
sṛj,,fin:Pres+Imp+Act,190
thā,samut,nfin:Part,190
vraj,,nfin:Part,190
pad,sam,fin:Impf+Ind+Act,189
varjay,,nfin:Gdv,189
gam,abhi,nfin:Conv,188
kāmay,,fin:Impf+Ind+Act,188
math,,nfin:Part,188
sad,ā,fin:Past+Ind+Act,188
tṛ,ava,nfin:Conv,188
ṣṭhā,anu,nfin:Part,188
lakṣay,,fin:Pres+Ind+Pass,187
vṛ,,fin:Past+Ind+Act,187
bhāṣ,abhi,fin:Impf+Ind+Act,186
gam,upa,nfin:Part,186
hṛ,vi,fin:Pres+Ind+Act,186
arjay,,nfin:Part,185
dhā,upasamā,nfin:Conv,185
viś,upa,nfin:Conv,185
śri,sam,nfin:Part,185
dā,ā,fin:Pres+Opt+Act,184
gal,,nfin:Part,184
han,sam,nfin:Part,184
preṣay,pra,fin:Past+Ind+Act,184
vī,,fin:Pres+Imp+Act,184
vṛ,samā,nfin:Part,184
śuc,,nfin:Part,184
budh,,nfin:Part,183
prārthay,pra,nfin:Part,183
racay,,nfin:Part,183
dhā,vi,fin:Pres+Opt+Act,182
ṣic,abhi,fin:Pres+Ind+Act,182
hā,,fin:Pres+Ind+Act,181
krī,,nfin:Part,181
kṣip,ni,nfin:Conv,181
viś,,fin:Pres+Ind+Act,181
lokay,vi,nfin:Conv,180
puṣ,,nfin:Part,180
smi,,nfin:Part,180
tṛp,,fin:Pres+Ind+Act,180
yaj,,fin:Past+Ind+Act,180
śodhay,,fin:Pres+Opt+Act,180
bhāṣ,,fin:Past+Ind+Act,179
dhā,śrad,nfin:Part,179
adhī,adhi,fin:Pres+Opt+Act,178
diś,upa,fin:Fut+Ind+Act,178
hā,,fin:Pres+Ind+Pass,178
ji,,nfin:Inf,178
uddhan,ut,nfin:Part,178
ṣvaj,pari,nfin:Conv,178
gā,,fin:Pres+Opt+Act,177
likh,,nfin:Part,177
paṭh,,fin:Pres+Opt+Act,177
pyāyay,ā,fin:Pres+Ind+Act,177
udvij,ut,nfin:Part,177
adhī,adhi,fin:Pres+Ind+Act,176
avāp,ava,fin:Fut+Ind+Act,176
budh,pra,nfin:Part,176
dhā,vi,fin:Pres+Ind+Act,176
grah,pari,nfin:Part,176
gras,,fin:Pres+Ind+Act,176
kṛ,puras,nfin:Part,176
bhram,,fin:Pres+Ind+Act,175
bhū,pra,fin:Pres+Ind+Act,175
car,,fin:Pres+Imp+Act,175
janay,,fin:Impf+Ind+Act,175
rudh,,nfin:Part,175
antardhā,antaḥ,fin:Impf+Ind+Pass,174
aṅkay,,nfin:Part,174
grah,sam,nfin:Conv,174
sthā,,fin:Fut+Ind+Act,174
śap,,nfin:Part,174
śubh,,fin:Past+Ind+Act,174
grah,pari,fin:Pres+Ind+Act,173
janay,,fin:Past+Ind+Act,173
jñā,ā,nfin:Conv,173
sah,,nfin:Part,173
vas,,fin:Impf+Ind+Act,173
ṣṭhāpay,prati,nfin:Conv,173
abhī,abhi,fin:Pres+Ind+Act,172
añj,,fin:Pres+Ind+Act,172
dah,niḥ,nfin:Part,172
jṛ,,fin:Pres+Ind+Act,172
māray,,fin:Pres+Opt+Act,172
rabh,ā,fin:Pres+Ind+Act,172
ās,,fin:Pres+Opt+Act,172
man,abhi,nfin:Part,171
nad,,nfin:Part,171
rañj,anu,nfin:Part,171
svap,pra,nfin:Part,171
veday,ni,nfin:Conv,171
vṛṣ,,fin:Pres+Ind+Act,171
dhā,pari,fin:Pres+Ind+Act,170
gopāy,,fin:Pres+Imp+Act,170
lī,,nfin:Part,170
paryāp,pari,nfin:Part,170
yuj,upa,nfin:Part,170
ī,,fin:Pres+Ind+Act,170
śrāvay,ā,nfin:Conv,170
as,niḥ,nfin:Part,169
vṛt,abhi,fin:Impf+Ind+Act,169
cintay,,fin:Pres+Opt+Act,168
han,ni,fin:Past+Ind+Act,168
mil,,nfin:Part,168
mṛd,,nfin:Part,168
puṭ,,nfin:Part,168
spṛś,,nfin:Conv,168
sṛ,niḥ,nfin:Part,168
āp,sam,nfin:Part,168
bādh,,fin:Pres+Ind+Act,167
gam,samā,nfin:Conv,167
jñā,,fin:Pres+Opt+Act,167
stambh,,nfin:Part,167
sṛ,pra,nfin:Part,167
vad,,fin:Past+Ind+Act,167
cchad,pra,nfin:Part,166
dhā,samā,nfin:Part,166
peṣay,,fin:Pres+Opt+Act,166
sad,ā,nfin:Part,166
vraj,,fin:Pres+Imp+Act,166
yā,niḥ,fin:Past+Ind+Act,166
ūh,vi,nfin:Part,166
bhid,,fin:Pres+Ind+Pass,165
e,ā,nfin:Part,165
nī,,fin:Impf+Ind+Act,165
vāray,pari,nfin:Part,165
āp,,fin:Past+Ind+Act,165
nī,,nfin:Conv,164
sah,pra,nfin:Conv,164
samprāp,sampra,nfin:Conv,164
sthā,upa,fin:Past+Ind+Act,164
tan,,fin:Pres+Ind+Act,164
upasaṃkram,upasam,nfin:Part,164
śiṣ,vi,fin:Pres+Ind+Pass,164
dru,vi,nfin:Part,163
hṛ,ā,fin:Pres+Ind+Act,163
pūjay,,fin:Past+Ind+Act,163
sthā,sam,fin:Pres+Ind+Act,163
yam,,fin:Pres+Ind+Act,163
añj,abhi,nfin:Part,162
ji,parā,nfin:Part,162
īkṣ,niḥ,nfin:Conv,162
śaṅk,,nfin:Part,162
han,vini,nfin:Part,161
prekṣ,pra,nfin:Part,161
rudh,ni,nfin:Conv,161
gam,abhyā,nfin:Part,160
hṛ,pra,fin:Pres+Ind+Act,160
nṛt,,nfin:Part,160
vartay,pra,nfin:Part,160
ṇaś,pra,nfin:Part,160
bhaj,,fin:Past+Ind+Act,159
bhāṣ,prati,fin:Impf+Ind+Act,159
bhū,anu,nfin:Part,159
dhāv,,fin:Pres+Ind+Act,159
i,,fin:Past+Ind+Act,159
jan,pra,nfin:Part,159
kram,ā,nfin:Conv,159
rāj,vi,nfin:Part,159
smṛ,,nfin:Conv,159
yuj,pra,fin:Pres+Opt+Act,159
dih,,nfin:Part,158
han,prati,nfin:Part,158
kram,,fin:Pres+Ind+Act,158
krīḍ,,fin:Pres+Ind+Act,158
pā,,nfin:Inf,158
sthāpay,sam,nfin:Conv,158
tyaj,pari,nfin:Part,158
udgam,ut,nfin:Part,158
jan,,fin:Pres+Opt+Act,157
muc,vi,fin:Pres+Ind+Pass,157
preṣ,pra,fin:Pres+Imp+Act,157
sthā,,nfin:Gdv,157
vidh,,fin:Pres+Opt+Act,157
ape,apa,nfin:Part,156
kﾱp,,nfin:Part,156
miśray,,nfin:Part,156
pac,,nfin:Gdv,156
pūray,,fin:Pres+Opt+Act,156
vṛt,anu,fin:Pres+Ind+Act,156
yājay,,fin:Pres+Opt+Act,156
śubh,,fin:Pres+Ind+Act,156
bhid,,fin:Past+Ind+Act,155
cakṣ,pra,fin:Pres+Ind+Act,155
jīv,,fin:Pres+Imp+Act,155
pac,,fin:Pres+Ind+Act,155
sṛj,vi,fin:Pres+Ind+Act,155
varjay,vi,fin:Pres+Opt+Act,155
adhī,adhi,nfin:Conv,154
dā,pra,fin:Fut+Ind+Act,154
indh,,nfin:Part,154
ji,,fin:Past+Ind+Act,154
ruh,,nfin:Part,154
veday,ni,nfin:Part,154
yāc,,fin:Pres+Ind+Act,154
hṛ,pra,nfin:Part,153
iṣ,,fin:Impf+Ind+Act,153
kṛ,namas,nfin:Part,153
maṇḍay,,nfin:Part,153
muc,,fin:Pres+Opt+Act,153
nī,ni,fin:Pres+Ind+Act,153
pad,ā,fin:Pres+Ind+Act,153
plu,ā,nfin:Part,153
dā,pra,nfin:Conv,152
guṇay,,nfin:Part,152
hi,pra,nfin:Part,152
jñā,,fin:Pres+Imp+Act,152
jñā,abhyanu,nfin:Part,152
mūrch,,nfin:Part,152
nāśay,,fin:Pres+Opt+Act,152
pad,prati,nfin:Part,152
spṛś,,fin:Pres+Ind+Act,152
ukṣ,,nfin:Part,152
car,vi,nfin:Part,151
jval,pra,nfin:Part,151
kliś,,nfin:Part,151
pre,pra,fin:Pres+Imp+Act,151
as,abhi,nfin:Part,150
gam,samanvā,nfin:Part,150
hu,ā,nfin:Part,150
kalpay,pra,fin:Pres+Opt+Act,150
khād,,fin:Pres+Opt+Act,150
nam,,fin:Pres+Ind+Act,150
samuddhṛ,samut,fin:Pres+Opt+Act,150
sthā,ava,fin:Pres+Ind+Act,150
sthā,sampra,nfin:Part,150
tṛ,,nfin:Part,150
vṛ,ā,nfin:Conv,150
yudh,,fin:Fut+Ind+Act,150
bhū,prādur,nfin:Part,149
daṇḍay,,nfin:Gdv,149
dīkṣ,,fin:Pres+Ind+Act,149
gam,,fin:Pres+Imp+Pass,149
kṛṣ,ā,nfin:Part,149
muc,vi,fin:Pres+Ind+Act,149
ram,,fin:Past+Ind+Act,149
sañj,pra,nfin:Part,149
yam,pra,fin:Impf+Ind+Act,149
yudh,,fin:Pres+Imp+Act,149
śram,vi,nfin:Part,149
ṣad,ni,fin:Past+Ind+Act,149
carv,,nfin:Part,148
han,apa,nfin:Part,148
jñā,,nfin:Inf,148
jñā,abhi,fin:Pres+Ind+Act,148
labh,,fin:Pres+Ind+Pass,148
ruh,ā,fin:Pres+Imp+Act,148
spṛś,,fin:Pres+Opt+Act,148
grah,prati,fin:Past+Ind+Act,147
jan,upa,fin:Pres+Ind+Act,147
parī,pari,fin:Pres+Ind+Act,147
rañj,,nfin:Part,147
rañjay,,nfin:Part,147
veday,ni,fin:Pres+Opt+Act,147
vṛ,vi,nfin:Part,147
vṛṣ,,nfin:Part,147
cchāday,ā,nfin:Conv,146
janay,pra,fin:Pres+Ind+Act,146
pac,,fin:Pres+Ind+Pass,146
pātay,,fin:Pres+Opt+Act,146
vas,,fin:Pres+Imp+Act,146
vāray,pari,fin:Impf+Ind+Act,146
yuj,,fin:Pres+Opt+Act,146
dru,pra,fin:Impf+Ind+Act,145
dā,pari,fin:Pres+Ind+Act,145
kram,upa,fin:Past+Ind+Act,145
paś,pra,fin:Pres+Ind+Act,145
paṭh,,nfin:Part,145
rakṣ,,fin:Pres+Opt+Act,145
stu,sam,nfin:Part,145
udīray,ut,nfin:Part,145
vas,upa,nfin:Part,145
ci,ā,nfin:Part,144
kathay,,fin:Pres+Imp+Pass,144
mil,,fin:Pres+Ind+Act,144
nam,sam,nfin:Part,144
pūray,,nfin:Conv,144
sru,,fin:Pres+Ind+Act,144
tan,sam,nfin:Part,144
vam,,nfin:Part,144
vṛdh,,fin:Pres+Imp+Act,144
śodhay,,nfin:Part,144
śru,,nfin:Gdv,144
antargam,antaḥ,nfin:Part,143
cūrṇay,,fin:Pres+Opt+Act,143
dhyā,,fin:Pres+Ind+Act,143
dhāray,,fin:Fut+Ind+Act,143
han,ā,fin:Past+Ind+Act,143
kṛ,pariṣ,nfin:Part,143
mā,pari,nfin:Part,143
nah,sam,nfin:Part,143
sac,,fin:Pres+Ind+Act,143
uddhṛ,ut,fin:Pres+Opt+Act,143
upās,upa,fin:Pres+Opt+Act,143
śoṣay,,fin:Pres+Opt+Act,143
apī,api,fin:Pres+Ind+Act,142
dā,,fin:Pres+Imp+Pass,142
kṛ,,fin:Past+Sub+Act,142
majj,ni,nfin:Part,142
nī,ā,fin:Pres+Ind+Act,142
sṛj,,nfin:Conv,142
tuṣ,sam,nfin:Part,142
vac,sampra,fin:Fut+Ind+Act,142
ślāgh,,nfin:Gdv,142
hṛ,vyā,nfin:Part,141
pā,,fin:Past+Ind+Act,141
sū,pra,fin:Pres+Ind+Act,141
vid,sam,nfin:Part,141
viś,upa,fin:Pres+Ind+Act,141
vyadh,,fin:Impf+Ind+Act,141
diś,ā,fin:Pres+Opt+Act,140
kṣi,,fin:Pres+Ind+Pass,140
paṭh,,fin:Pres+Ind+Act,140
pāday,ut,nfin:Conv,140
sah,,fin:Pres+Ind+Act,140
viś,pra,fin:Pres+Opt+Act,140
śaṃs,,fin:Past+Ind+Act,140
aś,,fin:Past+Ind+Act,139
hu,,fin:Past+Ind+Act,139
puṣ,,fin:Pres+Ind+Act,139
spṛś,sam,nfin:Part,139
vṛt,,fin:Impf+Ind+Act,139
śṛ,,nfin:Part,139
dhā,sam,fin:Pres+Ind+Act,138
drāvay,,nfin:Part,138
stu,,fin:Impf+Ind+Act,138
upās,upa,nfin:Part,138
yat,ā,nfin:Part,138
budh,,fin:Pres+Ind+Act,137
nāday,,nfin:Part,137
preray,pra,nfin:Part,137
prāp,pra,fin:Pres+Ind+Pass,137
vas,ni,fin:Pres+Ind+Act,137
vṛṣ,,fin:Past+Ind+Act,137
yuj,pra,fin:Pres+Ind+Act,137
arc,abhi,nfin:Conv,136
dhā,ni,fin:Pres+Opt+Act,136
dhā,saṃni,nfin:Part,136
kṛ,pra,fin:Pres+Opt+Act,136
kṛ,sam,nfin:Part,136
sthā,samupa,nfin:Part,136
uddhū,ut,nfin:Part,136
yudh,,nfin:Inf,136
ṛdh,,fin:Pres+Ind+Act,136
bandh,,fin:Pres+Ind+Pass,135
bhā,prati,fin:Pres+Ind+Act,135
cchid,vi,nfin:Part,135
kathay,,fin:Fut+Ind+Act,135
kṛ,hiṃ,fin:Pres+Ind+Act,135
kṣip,pra,nfin:Conv,135
mṛj,,nfin:Part,135
pātay,,fin:Impf+Ind+Act,135
vac,,fin:Pres+Ind+Act,135
vinyas,vini,fin:Pres+Opt+Act,135
śaṃs,ā,fin:Pres+Ind+Act,135
śī,,fin:Pres+Opt+Act,135
bhaj,,nfin:Part,134
jāray,,nfin:Part,134
kṛ,samalaṃ,nfin:Part,134
muh,,fin:Pres+Ind+Act,134
ric,,nfin:Part,134
sev,,fin:Pres+Ind+Act,134
udi,ut,fin:Pres+Ind+Act,134
śam,,fin:Pres+Ind+Act,134
ści,niḥ,nfin:Conv,134
hṛ,,nfin:Conv,133
hṛ,vi,nfin:Part,133
ji,vi,nfin:Conv,133
rādhay,ā,nfin:Conv,133
tap,,nfin:Conv,133
tarpay,,fin:Pres+Opt+Act,133
vac,anu,nfin:Part,133
vas,pra,nfin:Part,133
darśay,,fin:Past+Ind+Act,132
lakṣay,sam,fin:Pres+Ind+Act,132
mā,,fin:Pres+Ind+Act,132
pac,,nfin:Conv,132
vad,pra,fin:Pres+Ind+Act,132
vṛt,ā,fin:Pres+Ind+Act,132
vṛt,ā,nfin:Part,132
bandh,ni,nfin:Part,131
daṃśay,,nfin:Part,131
kṣip,ni,nfin:Part,131
thā,ut,fin:Pres+Ind+Act,131
vand,,nfin:Part,131
vardhay,,nfin:Part,131
viś,ā,fin:Past+Ind+Act,131
yā,anu,fin:Past+Ind+Act,131
coday,pra,nfin:Part,130
grah,,fin:Impf+Ind+Act,130
plu,pari,nfin:Part,130
rāj,vi,fin:Pres+Ind+Act,130
sthā,upa,fin:Pres+Opt+Act,130
stṛ,,fin:Pres+Ind+Act,130
vac,,fin:Past+Jus+Act,130
veśay,ni,fin:Pres+Opt+Act,130
yaj,,fin:Impf+Ind+Act,130
śak,,fin:Fut+Ind+Act,130
as,prādur,fin:Impf+Ind+Act,129
dhā,sam,nfin:Conv,129
dru,abhi,fin:Past+Ind+Act,129
hṛ,ā,fin:Past+Ind+Act,129
jīv,upa,fin:Pres+Ind+Act,129
sañj,sam,nfin:Part,129
sidh,sam,nfin:Part,129
vā,,fin:Pres+Ind+Act,129
vācay,,nfin:Conv,129
vṛt,ni,fin:Pres+Imp+Act,129
īḍ,,nfin:Gdv,129
śiṣ,,nfin:Part,129
ci,sam,nfin:Part,128
dhāray,,fin:Pres+Imp+Act,128
dāpay,,nfin:Gdv,128
rādhay,ā,nfin:Part,128
sthā,upa,nfin:Conv,128
stu,,fin:Pres+Imp+Act,128
upe,upa,fin:Pres+Opt+Act,128
cintay,,nfin:Conv,127
dah,,nfin:Conv,127
jñā,vi,fin:Pres+Opt+Act,127
kṛ,ava,fin:Impf+Ind+Act,127
lap,vi,nfin:Part,127
varjay,pari,fin:Pres+Opt+Act,127
veṣṭay,,fin:Pres+Opt+Act,127
śaṃs,,fin:Pres+Imp+Act,127
dhū,,nfin:Part,126
kathay,,fin:Past+Ind+Act,126
labh,upa,nfin:Conv,126
mānay,,nfin:Part,126
nyas,ni,nfin:Conv,126
prāś,pra,fin:Pres+Opt+Act,126
rāj,,fin:Pres+Ind+Act,126
samudbhū,samut,nfin:Part,126
īś,,nfin:Part,126
śak,,nfin:Gdv,126
śudh,,fin:Pres+Imp+Act,126
atī,ati,nfin:Conv,125
avekṣ,ava,fin:Pres+Ind+Act,125
bhaj,vi,nfin:Conv,125
dhā,abhi,fin:Past+Ind+Act,125
dṛś,,fin:Impf+Ind+Act,125
gam,adhi,nfin:Part,125
garj,,nfin:Part,125
gā,,fin:Pres+Imp+Act,125
kṛ,sat,nfin:Conv,125
kṣubh,,nfin:Part,125
māray,,nfin:Part,125
secay,,fin:Pres+Opt+Act,125
sāray,,nfin:Part,125
viś,,fin:Pres+Imp+Act,125
vāray,,fin:Impf+Ind+Act,125
vṛdh,vi,nfin:Part,125
yā,upa,fin:Pres+Ind+Act,125
āp,,nfin:Conv,125
īḍ,,fin:Pres+Ind+Act,125
ghāray,abhi,fin:Pres+Ind+Act,124
ghṛṣ,,nfin:Part,124
hṛ,samā,fin:Pres+Opt+Act,124
jāray,,nfin:Gdv,124
nāśay,,fin:Pres+Ind+Act,124
tyaj,,fin:Pres+Imp+Act,124
śri,samā,nfin:Part,124
av,,nfin:Inf,123
bhā,vi,fin:Pres+Ind+Act,123
bhū,,fin:Past+Imp+Act,123
bhū,pra,nfin:Part,123
brū,pra,fin:Pres+Imp+Act,123
hu,,fin:Pres+Ind+Pass,123
kruś,,nfin:Part,123
snā,,fin:Pres+Opt+Act,123
vas,,fin:Fut+Ind+Act,123
vṛt,sam,fin:Pres+Ind+Act,123
yudh,,fin:Past+Ind+Act,123
śrapay,,nfin:Conv,123
śrāvay,,fin:Pres+Opt+Act,123
avekṣ,ava,nfin:Part,122
hu,abhi,fin:Pres+Ind+Act,122
kṛ,upā,fin:Pres+Ind+Act,122
kṛṣ,ā,nfin:Conv,122
labh,upa,nfin:Part,122
prāp,pra,nfin:Gdv,122
pyā,ā,fin:Pres+Imp+Act,122
pūjay,,fin:Impf+Ind+Act,122
sthā,pra,fin:Past+Ind+Act,122
vand,,nfin:Conv,122
vas,,nfin:Conv,122
śvas,niḥ,nfin:Part,122
ah,prati,fin:Past+Ind+Act,121
bhrāj,,nfin:Part,121
bhī,,fin:Past+Jus+Act,121
cal,,fin:Past+Ind+Act,121
cāray,vi,nfin:Conv,121
diś,upa,fin:Pres+Ind+Pass,121
gad,,nfin:Part,121
has,pra,nfin:Conv,121
marday,sam,nfin:Conv,121
sthā,,nfin:Inf,121
sṛj,ut,fin:Pres+Ind+Act,121
śikṣay,,nfin:Part,121
abhipre,abhipra,nfin:Part,120
cit,,nfin:Part,120
khan,,fin:Pres+Ind+Act,120
kāṅkṣ,,nfin:Part,120
pad,prati,fin:Impf+Ind+Act,120
prārthay,pra,fin:Pres+Ind+Act,120
vip,,nfin:Part,120
śṛ,vi,nfin:Part,120
ṣkram,niḥ,nfin:Conv,120
dā,ā,fin:Past+Ind+Act,119
hvā,ā,fin:Pres+Ind+Act,119
i,antar,nfin:Part,119
kṛ,pra,nfin:Part,119
ram,,fin:Pres+Imp+Act,119
smṛ,,fin:Pres+Opt+Act,119
vac,pra,fin:Pres+Ind+Pass,119
car,upā,fin:Pres+Opt+Act,118
janay,,fin:Pres+Opt+Act,118
kṛ,,fin:Pres+Sub+Act,118
kṣip,vi,nfin:Part,118
man,anu,nfin:Part,118
nand,abhi,fin:Impf+Ind+Act,118
nī,ava,fin:Pres+Ind+Act,118
pat,ut,fin:Past+Ind+Act,118
tarpay,,nfin:Part,118
vap,ā,fin:Pres+Ind+Act,118
śudh,vi,fin:Pres+Ind+Act,118
ad,,fin:Pres+Opt+Act,117
gam,ā,fin:Fut+Ind+Act,117
pāday,ut,nfin:Part,117
vah,,fin:Past+Ind+Act,117
vīkṣ,vi,nfin:Part,117
śram,pari,nfin:Part,117
av,,fin:Pres+Ind+Act,116
darpay,,nfin:Part,116
dhā,ava,nfin:Conv,116
dhū,vi,nfin:Part,116
duh,,fin:Past+Ind+Act,116
e,ā,fin:Pres+Ind+Act,116
gam,apa,nfin:Part,116
grah,ni,nfin:Conv,116
gṛ,,fin:Pres+Ind+Act,116
hā,,fin:Past+Ind+Act,116
hā,,fin:Pres+Opt+Act,116
nam,ā,nfin:Part,116
paś,anu,fin:Pres+Ind+Act,116
pūjay,,fin:Pres+Ind+Act,116
rañj,sam,nfin:Part,116
samave,samava,nfin:Part,116
vap,ni,fin:Pres+Ind+Act,116
viś,samā,nfin:Part,116
yuj,abhi,nfin:Part,116
śvas,,nfin:Part,116
anviṣ,anu,nfin:Part,115
bhū,,fin:Past+Opt+Act,115
dah,,fin:Pres+Ind+Pass,115
dā,,fin:Impf+Ind+Act,115
granth,,nfin:Part,115
kalpay,,fin:Pres+Opt+Act,115
kup,pra,nfin:Part,115
mṛḍ,,fin:Pres+Imp+Act,115
pat,ni,fin:Pres+Ind+Act,115
stu,,fin:Pres+Opt+Act,115
upekṣ,upa,nfin:Part,115
śri,samā,nfin:Conv,115
cintay,,nfin:Gdv,114
hvā,,fin:Pres+Imp+Act,114
jan,vi,fin:Impf+Ind+Act,114
ji,,fin:Fut+Ind+Act,114
jñā,prati,nfin:Part,114
khid,,nfin:Part,114
khyā,ā,fin:Pres+Ind+Pass,114
kram,pra,nfin:Part,114
kṛt,ni,nfin:Part,114
kṣi,,fin:Pres+Ind+Act,114
kṣip,vini,nfin:Conv,114
vye,sam,nfin:Part,114
vṛt,,fin:Pres+Opt+Act,114
chāday,,nfin:Part,113
cintay,vi,nfin:Conv,113
dhā,upa,nfin:Part,113
gā,,fin:Past+Jus+Act,113
māday,,fin:Pres+Imp+Act,113
nī,upa,nfin:Part,113
pūjay,,fin:Pres+Ind+Pass,113
sraṃs,,nfin:Part,113
svap,,fin:Pres+Ind+Act,113
uddhṛ,ut,fin:Pres+Ind+Act,113
unnī,ut,fin:Pres+Ind+Act,113
vyatī,vyati,nfin:Part,113
yojay,ni,fin:Pres+Opt+Act,113
bhakṣay,,nfin:Conv,112
bhuj,,nfin:Inf,112
diś,upa,fin:Pres+Ind+Act,112
garh,,nfin:Part,112
grah,prati,nfin:Part,112
jvālay,,fin:Pres+Opt+Act,112
kṛ,samā,nfin:Part,112
vyadh,,fin:Pres+Ind+Act,112
śap,,fin:Past+Ind+Act,112
dā,pra,nfin:Part,111
hṛ,vyā,fin:Past+Ind+Act,111
iṣ,,fin:Pres+Imp+Act,111
krī,,fin:Pres+Ind+Act,111
marday,,nfin:Conv,111
nī,,fin:Pres+Ind+Pass,111
pat,ut,nfin:Part,111
pre,pra,fin:Pres+Ind+Act,111
skand,,nfin:Part,111
sṛj,upa,nfin:Part,111
vañcay,,nfin:Part,111
vṛj,,fin:Pres+Ind+Act,111
dhvaṃs,,nfin:Part,110
dhyā,,nfin:Gdv,110
gam,samā,fin:Past+Ind+Act,110
klid,,nfin:Part,110
lap,vi,fin:Past+Ind+Act,110
mud,pra,nfin:Part,110
rud,,fin:Past+Ind+Act,110
spṛś,upa,fin:Pres+Opt+Act,110
vand,,nfin:Gdv,110
