root,valency,tokens,first_consonant,vowel,articulation_place,varga_column,bonding_cluster
anūpayaj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anūtsāday,1,1,—,a,vowel-initial,non-varga (vowel-initial),
anūttiṣṭhās,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apadhvaṃsay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apadā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apamṛś,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apasaṃhṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apasaṃnah,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apasaṃvas,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apastambh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apasy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apavitray,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apavātay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apekṣay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apipāthay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apive,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apohay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apojjigāṃs,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apotkram,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apotsṛj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apyad,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apyatyṛj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apye,1,1,—,a,vowel-initial,non-varga (vowel-initial),
apyūh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
araṃkṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
ardīy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
argalay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
aruṇāy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
arātiy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
arūkṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
astaṃgamay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atipari,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atipravṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atipreray,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atipreṣ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atisad,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atisaṃrudh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atisaṃvṛdh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atisisṛps,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atitvaray,1,1,—,a,vowel-initial,non-varga (vowel-initial),
ativitsay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atyah,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atye,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atyujjhā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atyunnamay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atyupadhā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atyādhāv,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atyānī,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atyāvap,1,1,—,a,vowel-initial,non-varga (vowel-initial),
atīṣ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avadrā,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avakampay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avamīmāṃs,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avaplāvay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avarj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avasṛ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avatarpay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avavip,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avavṛdh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avelay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
aveṣ,1,1,—,a,vowel-initial,non-varga (vowel-initial),
aviśeṣay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avāj,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avāpoh,1,1,—,a,vowel-initial,non-varga (vowel-initial),
avāvad,1,1,—,a,vowel-initial,non-varga (vowel-initial),
aśnāy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
aḍhaṇḍholay,1,1,—,a,vowel-initial,non-varga (vowel-initial),
aṅkūy,1,1,—,a,vowel-initial,non-varga (vowel-initial),
baddhay,1,1,b,a,pavarga,C3 (voiced unaspirate),
badh,1,1,b,a,pavarga,C3 (voiced unaspirate),
badhiray,1,1,b,a,pavarga,C3 (voiced unaspirate),
baladībhū,1,1,b,a,pavarga,C3 (voiced unaspirate),
balbal,1,1,b,a,pavarga,C3 (voiced unaspirate),
bandīkṛ,1,1,b,a,pavarga,C3 (voiced unaspirate),
bebhid,1,1,b,e,pavarga,C3 (voiced unaspirate),
bhajay,1,1,bh,a,pavarga,C4 (voiced aspirate),
bhakṣaṃkṛ,1,1,bh,a,pavarga,C4 (voiced aspirate),
bhandanāy,1,1,bh,a,pavarga,C4 (voiced aspirate),
bhartsāpay,1,1,bh,a,pavarga,C4 (voiced aspirate),
bhaṅguray,1,1,bh,a,pavarga,C4 (voiced aspirate),
bheṣ,1,1,bh,e,pavarga,C4 (voiced aspirate),
bhikṣay,1,1,bh,i,pavarga,C4 (voiced aspirate),
bhiṣakkṛ,1,1,bh,i,pavarga,C4 (voiced aspirate),
bhrāśay,1,1,bh,ā,pavarga,C4 (voiced aspirate),
bhrī,1,1,bh,ī,pavarga,C4 (voiced aspirate),
bhuraj,1,1,bh,u,pavarga,C4 (voiced aspirate),
bhyas,1,1,bh,a,pavarga,C4 (voiced aspirate),
bhāpay,1,1,bh,ā,pavarga,C4 (voiced aspirate),
bhāṭay,1,1,bh,ā,pavarga,C4 (voiced aspirate),
bhūṣaṇīkṛ,1,1,bh,ū,pavarga,C4 (voiced aspirate),
bhṛtyāy,1,1,bh,ṛ,pavarga,C4 (voiced aspirate),
bhṛśāy,1,1,bh,ṛ,pavarga,C4 (voiced aspirate),
bhṛṅgāy,1,1,bh,ṛ,pavarga,C4 (voiced aspirate),
bibhakṣay,1,1,b,i,pavarga,C3 (voiced unaspirate),
bibhaṇiṣ,1,1,b,i,pavarga,C3 (voiced unaspirate),
bobudh,1,1,b,o,pavarga,C3 (voiced unaspirate),
bālāy,1,1,b,ā,pavarga,C3 (voiced unaspirate),
bāṇāy,1,1,b,ā,pavarga,C3 (voiced unaspirate),
bāṣpāy,1,1,b,ā,pavarga,C3 (voiced unaspirate),
cand,1,1,c,a,cavarga,C1 (unvoiced unaspirate),
candrāy,1,1,c,a,cavarga,C1 (unvoiced unaspirate),
capalāy,1,1,c,a,cavarga,C1 (unvoiced unaspirate),
caraṇīy,1,1,c,a,cavarga,C1 (unvoiced unaspirate),
carvay,1,1,c,a,cavarga,C1 (unvoiced unaspirate),
caṅkṣam,1,1,c,a,cavarga,C1 (unvoiced unaspirate),
caṭakāy,1,1,c,a,cavarga,C1 (unvoiced unaspirate),
cechid,1,1,c,e,cavarga,C1 (unvoiced unaspirate),
chal,1,1,ch,a,cavarga,C2 (unvoiced aspirate),
chatrāy,1,1,ch,a,cavarga,C2 (unvoiced aspirate),
chaṇṭay,1,1,ch,a,cavarga,C2 (unvoiced aspirate),
chāyay,1,1,ch,ā,cavarga,C2 (unvoiced aspirate),
cicar,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
cichid,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
cidānandāy,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
cihnīkṛ,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
cikhādiṣ,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
cikīrtayiṣ,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
cintāpay,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
cittāy,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
ciściṣākṛ,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
ciṭiciṭāy,1,1,c,i,cavarga,C1 (unvoiced unaspirate),
cucumbiṣ,1,1,c,u,cavarga,C1 (unvoiced unaspirate),
culukay,1,1,c,u,cavarga,C1 (unvoiced unaspirate),
cumacumāy,1,1,c,u,cavarga,C1 (unvoiced unaspirate),
cūrṇīy,1,1,c,ū,cavarga,C1 (unvoiced unaspirate),
dabhāy,1,1,d,a,tavarga,C3 (voiced unaspirate),
damany,1,1,d,a,tavarga,C3 (voiced unaspirate),
dan,1,1,d,a,tavarga,C3 (voiced unaspirate),
dandaś,1,1,d,a,tavarga,C3 (voiced unaspirate),
danturay,1,1,d,a,tavarga,C3 (voiced unaspirate),
davay,1,1,d,a,tavarga,C3 (voiced unaspirate),
dayay,1,1,d,a,tavarga,C3 (voiced unaspirate),
dedī,1,1,d,e,tavarga,C3 (voiced unaspirate),
dhiṣaṇy,1,1,dh,i,tavarga,C4 (voiced aspirate),
dhvānay,1,1,dh,ā,tavarga,C4 (voiced aspirate),
dhūsarībhū,1,1,dh,ū,tavarga,C4 (voiced aspirate),
didhārayiṣ,1,1,d,i,tavarga,C3 (voiced unaspirate),
dodrav,1,1,d,o,tavarga,C3 (voiced unaspirate),
dodu,1,1,d,o,tavarga,C3 (voiced unaspirate),
dravay,1,1,d,a,tavarga,C3 (voiced unaspirate),
dudhukṣ,1,1,d,u,tavarga,C3 (voiced unaspirate),
dudhūṣ,1,1,d,u,tavarga,C3 (voiced unaspirate),
durbalībhū,1,1,d,u,tavarga,C3 (voiced unaspirate),
durgṛbhīy,1,1,d,u,tavarga,C3 (voiced unaspirate),
durhaṇāy,1,1,d,u,tavarga,C3 (voiced unaspirate),
durjanāy,1,1,d,u,tavarga,C3 (voiced unaspirate),
durlabhībhū,1,1,d,u,tavarga,C3 (voiced unaspirate),
duḥkhāy,1,1,d,u,tavarga,C3 (voiced unaspirate),
duḥkhīy,1,1,d,u,tavarga,C3 (voiced unaspirate),
dyutay,1,1,d,u,tavarga,C3 (voiced unaspirate),
dādhmā,1,1,d,ā,tavarga,C3 (voiced unaspirate),
dāyay,1,1,d,ā,tavarga,C3 (voiced unaspirate),
dīkṣāpay,1,1,d,ī,tavarga,C3 (voiced unaspirate),
dīrghay,1,1,d,ī,tavarga,C3 (voiced unaspirate),
erts,1,1,—,e,vowel-initial,non-varga (vowel-initial),
gadāy,1,1,g,a,kavarga,C3 (voiced unaspirate),
gai,1,1,g,ai,kavarga,C3 (voiced unaspirate),
gajībhū,1,1,g,a,kavarga,C3 (voiced unaspirate),
galahastay,1,1,g,a,kavarga,C3 (voiced unaspirate),
gard,1,1,g,a,kavarga,C3 (voiced unaspirate),
garuḍāy,1,1,g,a,kavarga,C3 (voiced unaspirate),
garv,1,1,g,a,kavarga,C3 (voiced unaspirate),
gaṅgūy,1,1,g,a,kavarga,C3 (voiced unaspirate),
gaṇḍūṣay,1,1,g,a,kavarga,C3 (voiced unaspirate),
ghoṣāpay,1,1,gh,o,kavarga,C4 (voiced aspirate),
ghṛṇāy,1,1,gh,ṛ,kavarga,C4 (voiced aspirate),
giray,1,1,g,i,kavarga,C3 (voiced unaspirate),
gomayāy,1,1,g,o,kavarga,C3 (voiced unaspirate),
guḍaguḍāy,1,1,g,u,kavarga,C3 (voiced unaspirate),
guḍguḍāy,1,1,g,u,kavarga,C3 (voiced unaspirate),
guṇṭh,1,1,g,u,kavarga,C3 (voiced unaspirate),
gāmay,1,1,g,ā,kavarga,C3 (voiced unaspirate),
gānīkṛ,1,1,g,ā,kavarga,C3 (voiced unaspirate),
gūrdhay,1,1,g,ū,kavarga,C3 (voiced unaspirate),
gṛbhay,1,1,g,ṛ,kavarga,C3 (voiced unaspirate),
hambhāy,1,1,h,a,glottal,non-varga (glottal),
haritāy,1,1,h,a,glottal,non-varga (glottal),
hastīkṛ,1,1,h,a,glottal,non-varga (glottal),
haṃsībhū,1,1,h,a,glottal,non-varga (glottal),
hel,1,1,h,e,glottal,non-varga (glottal),
hikkay,1,1,h,i,glottal,non-varga (glottal),
huvany,1,1,h,u,glottal,non-varga (glottal),
hvalay,1,1,h,a,glottal,non-varga (glottal),
hvāray,1,1,h,ā,glottal,non-varga (glottal),
hāsarasāy,1,1,h,ā,glottal,non-varga (glottal),
hūrchay,1,1,h,ū,glottal,non-varga (glottal),
hṛṇāy,1,1,h,ṛ,glottal,non-varga (glottal),
icchāpay,1,1,—,i,vowel-initial,non-varga (vowel-initial),
ikramiṣ,1,1,—,i,vowel-initial,non-varga (vowel-initial),
indhanībhū,1,1,—,i,vowel-initial,non-varga (vowel-initial),
indray,1,1,—,i,vowel-initial,non-varga (vowel-initial),
iradh,1,1,—,i,vowel-initial,non-varga (vowel-initial),
iyasy,1,1,—,i,vowel-initial,non-varga (vowel-initial),
iṣaṇay,1,1,—,i,vowel-initial,non-varga (vowel-initial),
iṣūy,1,1,—,i,vowel-initial,non-varga (vowel-initial),
jalāy,1,1,j,a,cavarga,C3 (voiced unaspirate),
janiy,1,1,j,a,cavarga,C3 (voiced unaspirate),
jarjaray,1,1,j,a,cavarga,C3 (voiced unaspirate),
jayadhvajāy,1,1,j,a,cavarga,C3 (voiced unaspirate),
jañj,1,1,j,a,cavarga,C3 (voiced unaspirate),
jaṭilay,1,1,j,a,cavarga,C3 (voiced unaspirate),
jaṭīkṛ,1,1,j,a,cavarga,C3 (voiced unaspirate),
jegīy,1,1,j,e,cavarga,C3 (voiced unaspirate),
jigrahayiṣ,1,1,j,i,cavarga,C3 (voiced unaspirate),
jigās,1,1,j,i,cavarga,C3 (voiced unaspirate),
jihmāy,1,1,j,i,cavarga,C3 (voiced unaspirate),
jri,1,1,j,i,cavarga,C3 (voiced unaspirate),
jugukṣ,1,1,j,u,cavarga,C3 (voiced unaspirate),
jvālāy,1,1,j,ā,cavarga,C3 (voiced unaspirate),
jyut,1,1,j,u,cavarga,C3 (voiced unaspirate),
jñīps,1,1,j,ī,cavarga,C3 (voiced unaspirate),
jājṛmbh,1,1,j,ā,cavarga,C3 (voiced unaspirate),
jālāy,1,1,j,ā,cavarga,C3 (voiced unaspirate),
jīrṇay,1,1,j,ī,cavarga,C3 (voiced unaspirate),
kacakac,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kacay,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kadalīvanāy,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kalpalatāvanāy,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kalpāy,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kalāpāy,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kamalāy,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kapilāy,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kapiśay,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
karadīkṛ,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kavacay,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kaṇakaṇāy,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kaṇūkay,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kaṣay,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kaṣāyīkṛ,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kaṭākṣay,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kekāy,1,1,k,e,kavarga,C1 (unvoiced unaspirate),
kelay,1,1,k,e,kavarga,C1 (unvoiced unaspirate),
khaj,1,1,kh,a,kavarga,C2 (unvoiced aspirate),
khallay,1,1,kh,a,kavarga,C2 (unvoiced aspirate),
khanakhanāy,1,1,kh,a,kavarga,C2 (unvoiced aspirate),
kharj,1,1,kh,a,kavarga,C2 (unvoiced aspirate),
kharāy,1,1,kh,a,kavarga,C2 (unvoiced aspirate),
khaṭṭāy,1,1,kh,a,kavarga,C2 (unvoiced aspirate),
khoṭay,1,1,kh,o,kavarga,C2 (unvoiced aspirate),
khud,1,1,kh,u,kavarga,C2 (unvoiced aspirate),
khurakhurāy,1,1,kh,u,kavarga,C2 (unvoiced aspirate),
khurukhurāy,1,1,kh,u,kavarga,C2 (unvoiced aspirate),
khātay,1,1,kh,ā,kavarga,C2 (unvoiced aspirate),
kilakilāy,1,1,k,i,kavarga,C1 (unvoiced unaspirate),
kiṃkarīkṛ,1,1,k,i,kavarga,C1 (unvoiced unaspirate),
kiṭakiṭāy,1,1,k,i,kavarga,C1 (unvoiced unaspirate),
kiṭṭāy,1,1,k,i,kavarga,C1 (unvoiced unaspirate),
klāmay,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
knopay,1,1,k,o,kavarga,C1 (unvoiced unaspirate),
kokūj,1,1,k,o,kavarga,C1 (unvoiced unaspirate),
kokūy,1,1,k,o,kavarga,C1 (unvoiced unaspirate),
krośay,1,1,k,o,kavarga,C1 (unvoiced unaspirate),
krāth,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
krāthay,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
kuhukuhāy,1,1,k,u,kavarga,C1 (unvoiced unaspirate),
kulyāy,1,1,k,u,kavarga,C1 (unvoiced unaspirate),
kuraṅgāy,1,1,k,u,kavarga,C1 (unvoiced unaspirate),
kuḍ,1,1,k,u,kavarga,C1 (unvoiced unaspirate),
kālvālīkṛ,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
kāntāy,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
kāṅkṣay,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
kāṅkṣāy,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
kāṇkṣ,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
kīray,1,1,k,ī,kavarga,C1 (unvoiced unaspirate),
kśāpay,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
kūḍ,1,1,k,ū,kavarga,C1 (unvoiced unaspirate),
kūṇay,1,1,k,ū,kavarga,C1 (unvoiced unaspirate),
kūṭay,1,1,k,ū,kavarga,C1 (unvoiced unaspirate),
kṛcchrāy,1,1,k,ṛ,kavarga,C1 (unvoiced unaspirate),
kṛpaṇ,1,1,k,ṛ,kavarga,C1 (unvoiced unaspirate),
kṛpaṇy,1,1,k,ṛ,kavarga,C1 (unvoiced unaspirate),
kṛśay,1,1,k,ṛ,kavarga,C1 (unvoiced unaspirate),
kṛṣṇāy,1,1,k,ṛ,kavarga,C1 (unvoiced unaspirate),
kṣayay,1,1,k,a,kavarga,C1 (unvoiced unaspirate),
kṣāmatarīkṛ,1,1,k,ā,kavarga,C1 (unvoiced unaspirate),
kṣīrodāy,1,1,k,ī,kavarga,C1 (unvoiced unaspirate),
lagay,1,1,l,a,semivowel,non-varga (semivowel),
lambāy,1,1,l,a,semivowel,non-varga (semivowel),
lasay,1,1,l,a,semivowel,non-varga (semivowel),
lavaṇāy,1,1,l,a,semivowel,non-varga (semivowel),
lekhāpay,1,1,l,e,semivowel,non-varga (semivowel),
lekhāy,1,1,l,e,semivowel,non-varga (semivowel),
lilambiṣ,1,1,l,i,semivowel,non-varga (semivowel),
lilikṣ,1,1,l,i,semivowel,non-varga (semivowel),
lilāpayiṣ,1,1,l,i,semivowel,non-varga (semivowel),
lolup,1,1,l,o,semivowel,non-varga (semivowel),
lulobhay,1,1,l,u,semivowel,non-varga (semivowel),
luñcay,1,1,l,u,semivowel,non-varga (semivowel),
lālāpay,1,1,l,ā,semivowel,non-varga (semivowel),
lālāy,1,1,l,ā,semivowel,non-varga (semivowel),
lūlup,1,1,l,ū,semivowel,non-varga (semivowel),
madhukarāy,1,1,m,a,pavarga,C5 (nasal),
madhuray,1,1,m,a,pavarga,C5 (nasal),
madhurāy,1,1,m,a,pavarga,C5 (nasal),
makarāy,1,1,m,a,pavarga,C5 (nasal),
mamar,1,1,m,a,pavarga,C5 (nasal),
mandarāy,1,1,m,a,pavarga,C5 (nasal),
mandākinīpravāhāy,1,1,m,a,pavarga,C5 (nasal),
marīmṛj,1,1,m,a,pavarga,C5 (nasal),
mathay,1,1,m,a,pavarga,C5 (nasal),
maunāy,1,1,m,au,pavarga,C5 (nasal),
mayūkhāy,1,1,m,a,pavarga,C5 (nasal),
maṇḍalay,1,1,m,a,pavarga,C5 (nasal),
maṇṭay,1,1,m,a,pavarga,C5 (nasal),
mehay,1,1,m,e,pavarga,C5 (nasal),
mekhalāy,1,1,m,e,pavarga,C5 (nasal),
melāpay,1,1,m,e,pavarga,C5 (nasal),
micch,1,1,m,i,pavarga,C5 (nasal),
mitrīy,1,1,m,i,pavarga,C5 (nasal),
mokṣāy,1,1,m,o,pavarga,C5 (nasal),
mraday,1,1,m,a,pavarga,C5 (nasal),
mrit,1,1,m,i,pavarga,C5 (nasal),
mumudiṣ,1,1,m,u,pavarga,C5 (nasal),
mur,1,1,m,u,pavarga,C5 (nasal),
muṇḍāpay,1,1,m,u,pavarga,C5 (nasal),
mālyaguṇāy,1,1,m,ā,pavarga,C5 (nasal),
mālāy,1,1,m,ā,pavarga,C5 (nasal),
māmad,1,1,m,ā,pavarga,C5 (nasal),
mānavasy,1,1,m,ā,pavarga,C5 (nasal),
māthay,1,1,m,ā,pavarga,C5 (nasal),
māṇikyavṛkṣakavanāy,1,1,m,ā,pavarga,C5 (nasal),
mīmāṃsay,1,1,m,ī,pavarga,C5 (nasal),
mūkīkṛ,1,1,m,ū,pavarga,C5 (nasal),
mṛc,1,1,m,ṛ,pavarga,C5 (nasal),
mṛkṣ,1,1,m,ṛ,pavarga,C5 (nasal),
n,1,1,n,?,tavarga,C5 (nasal),
nabhaḥkusumāy,1,1,n,a,tavarga,C5 (nasal),
nadasy,1,1,n,a,tavarga,C5 (nasal),
nagnaṃkṛ,1,1,n,a,tavarga,C5 (nasal),
navanavāy,1,1,n,a,tavarga,C5 (nasal),
naśāy,1,1,n,a,tavarga,C5 (nasal),
nibhas,1,1,n,i,tavarga,C5 (nasal),
nidhānīkṛ,1,1,n,i,tavarga,C5 (nasal),
nidānay,1,1,n,i,tavarga,C5 (nasal),
nikaṣāy,1,1,n,i,tavarga,C5 (nasal),
nimnīkṛ,1,1,n,i,tavarga,C5 (nasal),
nipreṣ,1,1,n,i,tavarga,C5 (nasal),
niravaji,1,1,n,i,tavarga,C5 (nasal),
nirayāy,1,1,n,i,tavarga,C5 (nasal),
nirbhayībhū,1,1,n,i,tavarga,C5 (nasal),
nirjyā,1,1,n,i,tavarga,C5 (nasal),
nirutsic,1,1,n,i,tavarga,C5 (nasal),
nirvivarīkṛ,1,1,n,i,tavarga,C5 (nasal),
nirvleṣay,1,1,n,i,tavarga,C5 (nasal),
nirvyañj,1,1,n,i,tavarga,C5 (nasal),
nirvyūh,1,1,n,i,tavarga,C5 (nasal),
nirvṛṣ,1,1,n,i,tavarga,C5 (nasal),
nirṛd,1,1,n,i,tavarga,C5 (nasal),
niścintay,1,1,n,i,tavarga,C5 (nasal),
niḥspandīkṛ,1,1,n,i,tavarga,C5 (nasal),
niṣkrīḍay,1,1,n,i,tavarga,C5 (nasal),
niṣprekṣ,1,1,n,i,tavarga,C5 (nasal),
nyarpay,1,1,n,a,tavarga,C5 (nasal),
nye,1,1,n,e,tavarga,C5 (nasal),
nyūh,1,1,n,ū,tavarga,C5 (nasal),
nyṛch,1,1,n,ṛ,tavarga,C5 (nasal),
nāthay,1,1,n,ā,tavarga,C5 (nasal),
nīrandhray,1,1,n,ī,tavarga,C5 (nasal),
nīrogay,1,1,n,ī,tavarga,C5 (nasal),
nīḍay,1,1,n,ī,tavarga,C5 (nasal),
nṛmaṇasy,1,1,n,ṛ,tavarga,C5 (nasal),
pakṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pakṣāy,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
palyāy,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paridṛṃhay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parighātay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parighāy,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parigrāhay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parijigāṃs,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parilips,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parimārg,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parinirhan,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parinirvap,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parinirṇij,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pariniścintay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pariniṣpāday,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pariprahi,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pariprajan,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paripre,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pariprokṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pariprokṣay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisamāpay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisamūhay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃhṛṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃkṣip,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃpat,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃplu,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃspṛś,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃsṛj,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃtuṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃvāray,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parisaṃśudh,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parivirāj,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pariśāyay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pariṣṭambh,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paruṣay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryavalup,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryaṅkhay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryudvij,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryunnī,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryutpātay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryācikīrṣ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryākulay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryāplu,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryāvah,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paryāṭay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parāpruth,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parāstu,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
parāyāpay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
pattīyāpay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paṅktīkṛ,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
paṇay,1,1,p,a,pavarga,C1 (unvoiced unaspirate),
phalāy,1,1,ph,a,pavarga,C2 (unvoiced aspirate),
phull,1,1,ph,u,pavarga,C2 (unvoiced aspirate),
picchilay,1,1,p,i,pavarga,C1 (unvoiced unaspirate),
